Left Image Set;Right Image Set;Stimulus;Item;model_id;Response;Correct response;Correct
MC_p034_1_none_left.png;MC_p034_1_none_right.png;stim_p034_1_3_none.png;34;Gemini;A;Neither;0
MC_p034_3_vertical_left.png;MC_p034_3_vertical_right.png;stim_p034_3_1_vertical.png;34;Gemini;A;A;1
MC_p034_4_vertical_left.png;MC_p034_4_vertical_right.png;stim_p034_4_3_vertical.png;34;Gemini;A;Neither;0
MC_p034_5_horizontal_left.png;MC_p034_5_horizontal_right.png;stim_p034_5_3_horizontal.png;34;Gemini;A;Neither;0
MC_p034_5_none_left.png;MC_p034_5_none_right.png;stim_p034_5_3_none.png;34;Gemini;A;Neither;0
MC_p034_5_vertical_left.png;MC_p034_5_vertical_right.png;stim_p034_5_3_vertical.png;34;Gemini;A;Neither;0
MC_p034_6_horizontal_left.png;MC_p034_6_horizontal_right.png;stim_p034_6_2_horizontal.png;34;Gemini;A;B;0
MC_p034_6_vertical_left.png;MC_p034_6_vertical_right.png;stim_p034_6_3_vertical.png;34;Gemini;A;Neither;0
MC_p034_8_none_left.png;MC_p034_8_none_right.png;stim_p034_8_3_none.png;34;Gemini;A;Neither;0
MC_p035_3_none_left.png;MC_p035_3_none_right.png;stim_p035_3_2_none.png;35;Gemini;A;B;0
MC_p035_3_vertical_left.png;MC_p035_3_vertical_right.png;stim_p035_3_2_vertical.png;35;Gemini;A;B;0
MC_p035_6_horizontal_left.png;MC_p035_6_horizontal_right.png;stim_p035_6_2_horizontal.png;35;Gemini;A;B;0
MC_p035_6_horizontal_left.png;MC_p035_6_horizontal_right.png;stim_p035_6_3_horizontal.png;35;Gemini;A;Neither;0
MC_p035_6_vertical_left.png;MC_p035_6_vertical_right.png;stim_p035_6_3_vertical.png;35;Gemini;A;Neither;0
MC_p035_7_horizontal_left.png;MC_p035_7_horizontal_right.png;stim_p035_7_3_horizontal.png;35;Gemini;A;Neither;0
MC_p035_7_none_left.png;MC_p035_7_none_right.png;stim_p035_7_3_none.png;35;Gemini;A;Neither;0
MC_p036_3_none_left.png;MC_p036_3_none_right.png;stim_p036_3_2_none.png;36;Gemini;A;B;0
MC_p036_4_horizontal_left.png;MC_p036_4_horizontal_right.png;stim_p036_4_1_horizontal.png;36;Gemini;A;A;1
MC_p039_3_horizontal_left.png;MC_p039_3_horizontal_right.png;stim_p039_3_2_horizontal.png;39;Gemini;A;B;0
MC_p039_4_none_left.png;MC_p039_4_none_right.png;stim_p039_4_2_none.png;39;Gemini;A;B;0
MC_p039_7_none_left.png;MC_p039_7_none_right.png;stim_p039_7_2_none.png;39;Gemini;A;B;0
MC_p039_8_none_left.png;MC_p039_8_none_right.png;stim_p039_8_2_none.png;39;Gemini;A;B;0
MC_p039_8_vertical_left.png;MC_p039_8_vertical_right.png;stim_p039_8_1_vertical.png;39;Gemini;A;A;1
MC_p039_8_vertical_left.png;MC_p039_8_vertical_right.png;stim_p039_8_2_vertical.png;39;Gemini;A;B;0
MC_p03_2_none_left.png;MC_p03_2_none_right.png;stim_p03_2_3_none.png;3;Gemini;A;Neither;0
MC_p03_3_horizontal_left.png;MC_p03_3_horizontal_right.png;stim_p03_3_1_horizontal.png;3;Gemini;A;A;1
MC_p03_3_none_left.png;MC_p03_3_none_right.png;stim_p03_3_1_none.png;3;Gemini;A;A;1
MC_p03_4_horizontal_left.png;MC_p03_4_horizontal_right.png;stim_p03_4_1_horizontal.png;3;Gemini;A;A;1
MC_p03_4_vertical_left.png;MC_p03_4_vertical_right.png;stim_p03_4_1_vertical.png;3;Gemini;A;A;1
MC_p03_5_horizontal_left.png;MC_p03_5_horizontal_right.png;stim_p03_5_1_horizontal.png;3;Gemini;A;A;1
MC_p03_5_none_left.png;MC_p03_5_none_right.png;stim_p03_5_1_none.png;3;Gemini;A;A;1
MC_p03_5_vertical_left.png;MC_p03_5_vertical_right.png;stim_p03_5_1_vertical.png;3;Gemini;A;A;1
MC_p03_5_vertical_left.png;MC_p03_5_vertical_right.png;stim_p03_5_2_vertical.png;3;Gemini;A;B;0
MC_p03_6_vertical_left.png;MC_p03_6_vertical_right.png;stim_p03_6_3_vertical.png;3;Gemini;A;Neither;0
MC_p03_7_horizontal_left.png;MC_p03_7_horizontal_right.png;stim_p03_7_1_horizontal.png;3;Gemini;A;A;1
MC_p03_7_none_left.png;MC_p03_7_none_right.png;stim_p03_7_1_none.png;3;Gemini;A;A;1
MC_p048_3_horizontal_left.png;MC_p048_3_horizontal_right.png;stim_p048_3_3_horizontal.png;48;Gemini;A;Neither;0
MC_p048_4_none_left.png;MC_p048_4_none_right.png;stim_p048_4_2_none.png;48;Gemini;A;B;0
MC_p048_6_none_left.png;MC_p048_6_none_right.png;stim_p048_6_1_none.png;48;Gemini;A;A;1
MC_p048_8_horizontal_left.png;MC_p048_8_horizontal_right.png;stim_p048_8_1_horizontal.png;48;Gemini;A;A;1
MC_p048_8_vertical_left.png;MC_p048_8_vertical_right.png;stim_p048_8_3_vertical.png;48;Gemini;A;Neither;0
MC_p06_2_none_left.png;MC_p06_2_none_right.png;stim_p06_2_2_none.png;6;Gemini;A;B;0
MC_p06_2_vertical_left.png;MC_p06_2_vertical_right.png;stim_p06_2_2_vertical.png;6;Gemini;A;B;0
MC_p06_8_none_left.png;MC_p06_8_none_right.png;stim_p06_8_2_none.png;6;Gemini;A;B;0
MC_p06_8_vertical_left.png;MC_p06_8_vertical_right.png;stim_p06_8_2_vertical.png;6;Gemini;A;B;0
MC_p07_2_none_left.png;MC_p07_2_none_right.png;stim_p07_2_1_none.png;7;Gemini;A;A;1
MC_p07_3_horizontal_left.png;MC_p07_3_horizontal_right.png;stim_p07_3_1_horizontal.png;7;Gemini;A;A;1
MC_p07_3_horizontal_left.png;MC_p07_3_horizontal_right.png;stim_p07_3_2_horizontal.png;7;Gemini;A;B;0
MC_p07_3_none_left.png;MC_p07_3_none_right.png;stim_p07_3_1_none.png;7;Gemini;A;A;1
MC_p07_3_none_left.png;MC_p07_3_none_right.png;stim_p07_3_2_none.png;7;Gemini;A;B;0
MC_p07_3_vertical_left.png;MC_p07_3_vertical_right.png;stim_p07_3_1_vertical.png;7;Gemini;A;A;1
MC_p07_5_vertical_left.png;MC_p07_5_vertical_right.png;stim_p07_5_1_vertical.png;7;Gemini;A;A;1
MC_p07_6_horizontal_left.png;MC_p07_6_horizontal_right.png;stim_p07_6_3_horizontal.png;7;Gemini;A;Neither;0
MC_p07_6_vertical_left.png;MC_p07_6_vertical_right.png;stim_p07_6_1_vertical.png;7;Gemini;A;A;1
MC_p07_7_none_left.png;MC_p07_7_none_right.png;stim_p07_7_1_none.png;7;Gemini;A;A;1
MC_p07_7_vertical_left.png;MC_p07_7_vertical_right.png;stim_p07_7_1_vertical.png;7;Gemini;A;A;1
MC_p07_8_vertical_left.png;MC_p07_8_vertical_right.png;stim_p07_8_2_vertical.png;7;Gemini;A;B;0
MC_p08_1_none_left.png;MC_p08_1_none_right.png;stim_p08_1_2_none.png;8;Gemini;A;B;0
MC_p08_1_vertical_left.png;MC_p08_1_vertical_right.png;stim_p08_1_2_vertical.png;8;Gemini;A;B;0
MC_p08_2_none_left.png;MC_p08_2_none_right.png;stim_p08_2_2_none.png;8;Gemini;A;B;0
MC_p08_2_vertical_left.png;MC_p08_2_vertical_right.png;stim_p08_2_2_vertical.png;8;Gemini;A;B;0
MC_p08_3_vertical_left.png;MC_p08_3_vertical_right.png;stim_p08_3_2_vertical.png;8;Gemini;A;B;0
MC_p08_4_vertical_left.png;MC_p08_4_vertical_right.png;stim_p08_4_2_vertical.png;8;Gemini;A;B;0
MC_p08_6_vertical_left.png;MC_p08_6_vertical_right.png;stim_p08_6_2_vertical.png;8;Gemini;A;B;0
MC_p08_7_none_left.png;MC_p08_7_none_right.png;stim_p08_7_2_none.png;8;Gemini;A;B;0
MC_p09_1_horizontal_left.png;MC_p09_1_horizontal_right.png;stim_p09_1_1_horizontal.png;9;Gemini;A;A;1
MC_p09_1_none_left.png;MC_p09_1_none_right.png;stim_p09_1_1_none.png;9;Gemini;A;A;1
MC_p09_1_vertical_left.png;MC_p09_1_vertical_right.png;stim_p09_1_1_vertical.png;9;Gemini;A;A;1
MC_p09_3_horizontal_left.png;MC_p09_3_horizontal_right.png;stim_p09_3_1_horizontal.png;9;Gemini;A;A;1
MC_p09_3_none_left.png;MC_p09_3_none_right.png;stim_p09_3_1_none.png;9;Gemini;A;A;1
MC_p09_4_horizontal_left.png;MC_p09_4_horizontal_right.png;stim_p09_4_1_horizontal.png;9;Gemini;A;A;1
MC_p09_4_none_left.png;MC_p09_4_none_right.png;stim_p09_4_1_none.png;9;Gemini;A;A;1
MC_p09_4_vertical_left.png;MC_p09_4_vertical_right.png;stim_p09_4_1_vertical.png;9;Gemini;A;A;1
MC_p09_5_vertical_left.png;MC_p09_5_vertical_right.png;stim_p09_5_1_vertical.png;9;Gemini;A;A;1
MC_p09_7_horizontal_left.png;MC_p09_7_horizontal_right.png;stim_p09_7_1_horizontal.png;9;Gemini;A;A;1
MC_p09_8_vertical_left.png;MC_p09_8_vertical_right.png;stim_p09_8_1_vertical.png;9;Gemini;A;A;1
MC_p010_2_horizontal_left.png;MC_p010_2_horizontal_right.png;stim_p010_2_2_horizontal.png;10;Gemini;B;B;1
MC_p010_6_horizontal_left.png;MC_p010_6_horizontal_right.png;stim_p010_6_2_horizontal.png;10;Gemini;B;B;1
MC_p010_6_none_left.png;MC_p010_6_none_right.png;stim_p010_6_2_none.png;10;Gemini;B;B;1
MC_p023_2_horizontal_left.png;MC_p023_2_horizontal_right.png;stim_p023_2_1_horizontal.png;23;Gemini;B;A;0
MC_p023_2_vertical_left.png;MC_p023_2_vertical_right.png;stim_p023_2_1_vertical.png;23;Gemini;B;A;0
MC_p025_4_vertical_left.png;MC_p025_4_vertical_right.png;stim_p025_4_3_vertical.png;25;Gemini;B;Neither;0
MC_p025_7_vertical_left.png;MC_p025_7_vertical_right.png;stim_p025_7_3_vertical.png;25;Gemini;B;Neither;0
MC_p025_8_vertical_left.png;MC_p025_8_vertical_right.png;stim_p025_8_2_vertical.png;25;Gemini;B;B;1
MC_p02_3_vertical_left.png;MC_p02_3_vertical_right.png;stim_p02_3_2_vertical.png;2;Gemini;B;B;1
MC_p02_5_vertical_left.png;MC_p02_5_vertical_right.png;stim_p02_5_2_vertical.png;2;Gemini;B;B;1
MC_p02_7_none_left.png;MC_p02_7_none_right.png;stim_p02_7_2_none.png;2;Gemini;B;B;1
MC_p02_7_vertical_left.png;MC_p02_7_vertical_right.png;stim_p02_7_2_vertical.png;2;Gemini;B;B;1
MC_p02_7_vertical_left.png;MC_p02_7_vertical_right.png;stim_p02_7_3_vertical.png;2;Gemini;B;Neither;0
MC_p034_3_none_left.png;MC_p034_3_none_right.png;stim_p034_3_3_none.png;34;Gemini;B;Neither;0
MC_p039_5_horizontal_left.png;MC_p039_5_horizontal_right.png;stim_p039_5_1_horizontal.png;39;Gemini;B;A;0
MC_p03_4_vertical_left.png;MC_p03_4_vertical_right.png;stim_p03_4_2_vertical.png;3;Gemini;B;B;1
MC_p03_5_horizontal_left.png;MC_p03_5_horizontal_right.png;stim_p03_5_2_horizontal.png;3;Gemini;B;B;1
MC_p03_6_horizontal_left.png;MC_p03_6_horizontal_right.png;stim_p03_6_2_horizontal.png;3;Gemini;B;B;1
MC_p03_7_none_left.png;MC_p03_7_none_right.png;stim_p03_7_3_none.png;3;Gemini;B;Neither;0
MC_p03_8_horizontal_left.png;MC_p03_8_horizontal_right.png;stim_p03_8_1_horizontal.png;3;Gemini;B;A;0
MC_p048_8_horizontal_left.png;MC_p048_8_horizontal_right.png;stim_p048_8_3_horizontal.png;48;Gemini;B;Neither;0
MC_p06_2_horizontal_left.png;MC_p06_2_horizontal_right.png;stim_p06_2_2_horizontal.png;6;Gemini;B;B;1
MC_p06_6_none_left.png;MC_p06_6_none_right.png;stim_p06_6_2_none.png;6;Gemini;B;B;1
MC_p07_7_horizontal_left.png;MC_p07_7_horizontal_right.png;stim_p07_7_1_horizontal.png;7;Gemini;B;A;0
MC_p07_7_horizontal_left.png;MC_p07_7_horizontal_right.png;stim_p07_7_3_horizontal.png;7;Gemini;B;Neither;0
MC_p07_7_none_left.png;MC_p07_7_none_right.png;stim_p07_7_3_none.png;7;Gemini;B;Neither;0
MC_p07_8_horizontal_left.png;MC_p07_8_horizontal_right.png;stim_p07_8_1_horizontal.png;7;Gemini;B;A;0
MC_p08_4_horizontal_left.png;MC_p08_4_horizontal_right.png;stim_p08_4_2_horizontal.png;8;Gemini;B;B;1
p010_1_1_horizontal.png;;;10;LLaVA;Both;A;NaN
p010_2_1_horizontal.png;;;10;LLaVA;Both;A;NaN
p010_2_1_vertical.png;;;10;LLaVA;Both;A;NaN
p010_3_1_vertical.png;;;10;LLaVA;Both;A;NaN
p010_4_2_none.png;;;10;LLaVA;Both;B;NaN
p010_5_1_none.png;;;10;LLaVA;Both;A;NaN
p010_5_1_vertical.png;;;10;LLaVA;Both;A;NaN
p010_6_2_horizontal.png;;;10;LLaVA;Both;B;NaN
p010_8_2_horizontal.png;;;10;LLaVA;Both;B;NaN
p02_1_1_vertical.png;;;2;LLaVA;Both;A;NaN
p02_5_2_vertical.png;;;2;LLaVA;Both;B;NaN
p02_5_3_horizontal.png;;;2;LLaVA;Both;Neither;NaN
p02_8_2_none.png;;;2;LLaVA;Both;B;NaN
p023_1_1_horizontal.png;;;23;LLaVA;Both;A;NaN
p023_1_2_horizontal.png;;;23;LLaVA;Both;B;NaN
p023_7_1_horizontal.png;;;23;LLaVA;Both;A;NaN
p023_7_1_none.png;;;23;LLaVA;Both;A;NaN
p023_7_1_vertical.png;;;23;LLaVA;Both;A;NaN
p023_7_2_horizontal.png;;;23;LLaVA;Both;B;NaN
p03_1_1_horizontal.png;;;3;LLaVA;Both;A;NaN
p03_8_2_horizontal.png;;;3;LLaVA;Both;B;NaN
p035_3_2_horizontal.png;;;35;LLaVA;Both;B;NaN
p035_5_2_horizontal.png;;;35;LLaVA;Both;B;NaN
p035_5_2_none.png;;;35;LLaVA;Both;B;NaN
p035_5_2_vertical.png;;;35;LLaVA;Both;B;NaN
p035_5_3_none.png;;;35;LLaVA;Both;Neither;NaN
p035_6_1_horizontal.png;;;35;LLaVA;Both;A;NaN
p035_6_2_horizontal.png;;;35;LLaVA;Both;B;NaN
p035_6_2_vertical.png;;;35;LLaVA;Both;B;NaN
p035_7_1_none.png;;;35;LLaVA;Both;A;NaN
p035_8_3_horizontal.png;;;35;LLaVA;Both;Neither;NaN
p035_8_3_none.png;;;35;LLaVA;Both;Neither;NaN
p035_8_3_vertical.png;;;35;LLaVA;Both;Neither;NaN
p036_5_2_horizontal.png;;;36;LLaVA;Both;B;NaN
p036_7_1_vertical.png;;;36;LLaVA;Both;A;NaN
p06_3_2_horizontal.png;;;6;LLaVA;Both;B;NaN
p06_4_2_horizontal.png;;;6;LLaVA;Both;B;NaN
p06_4_2_vertical.png;;;6;LLaVA;Both;B;NaN
p06_6_1_none.png;;;6;LLaVA;Both;A;NaN
p06_8_1_none.png;;;6;LLaVA;Both;A;NaN
p06_8_2_none.png;;;6;LLaVA;Both;B;NaN
p07_2_1_none.png;;;7;LLaVA;Both;A;NaN
p08_7_3_horizontal.png;;;8;LLaVA;Both;Neither;NaN
MC_p010_1_horizontal_left.png;MC_p010_1_horizontal_right.png;stim_p010_1_3_horizontal.png;10;Gemini;Neither;Neither;1
MC_p010_1_none_left.png;MC_p010_1_none_right.png;stim_p010_1_3_none.png;10;Gemini;Neither;Neither;1
MC_p010_1_vertical_left.png;MC_p010_1_vertical_right.png;stim_p010_1_3_vertical.png;10;Gemini;Neither;Neither;1
MC_p010_2_horizontal_left.png;MC_p010_2_horizontal_right.png;stim_p010_2_3_horizontal.png;10;Gemini;Neither;Neither;1
MC_p010_2_none_left.png;MC_p010_2_none_right.png;stim_p010_2_3_none.png;10;Gemini;Neither;Neither;1
MC_p010_2_vertical_left.png;MC_p010_2_vertical_right.png;stim_p010_2_3_vertical.png;10;Gemini;Neither;Neither;1
MC_p010_3_vertical_left.png;MC_p010_3_vertical_right.png;stim_p010_3_3_vertical.png;10;Gemini;Neither;Neither;1
MC_p010_4_horizontal_left.png;MC_p010_4_horizontal_right.png;stim_p010_4_3_horizontal.png;10;Gemini;Neither;Neither;1
MC_p010_4_none_left.png;MC_p010_4_none_right.png;stim_p010_4_3_none.png;10;Gemini;Neither;Neither;1
MC_p010_4_vertical_left.png;MC_p010_4_vertical_right.png;stim_p010_4_3_vertical.png;10;Gemini;Neither;Neither;1
MC_p010_5_horizontal_left.png;MC_p010_5_horizontal_right.png;stim_p010_5_3_horizontal.png;10;Gemini;Neither;Neither;1
MC_p010_5_none_left.png;MC_p010_5_none_right.png;stim_p010_5_3_none.png;10;Gemini;Neither;Neither;1
MC_p010_5_vertical_left.png;MC_p010_5_vertical_right.png;stim_p010_5_3_vertical.png;10;Gemini;Neither;Neither;1
MC_p010_6_horizontal_left.png;MC_p010_6_horizontal_right.png;stim_p010_6_3_horizontal.png;10;Gemini;Neither;Neither;1
MC_p010_6_none_left.png;MC_p010_6_none_right.png;stim_p010_6_3_none.png;10;Gemini;Neither;Neither;1
MC_p010_6_vertical_left.png;MC_p010_6_vertical_right.png;stim_p010_6_3_vertical.png;10;Gemini;Neither;Neither;1
MC_p010_7_horizontal_left.png;MC_p010_7_horizontal_right.png;stim_p010_7_3_horizontal.png;10;Gemini;Neither;Neither;1
MC_p010_7_none_left.png;MC_p010_7_none_right.png;stim_p010_7_3_none.png;10;Gemini;Neither;Neither;1
MC_p010_7_vertical_left.png;MC_p010_7_vertical_right.png;stim_p010_7_3_vertical.png;10;Gemini;Neither;Neither;1
MC_p010_8_none_left.png;MC_p010_8_none_right.png;stim_p010_8_3_none.png;10;Gemini;Neither;Neither;1
MC_p023_3_none_left.png;MC_p023_3_none_right.png;stim_p023_3_2_none.png;23;Gemini;Neither;B;0
MC_p023_4_horizontal_left.png;MC_p023_4_horizontal_right.png;stim_p023_4_1_horizontal.png;23;Gemini;Neither;A;0
MC_p023_4_none_left.png;MC_p023_4_none_right.png;stim_p023_4_1_none.png;23;Gemini;Neither;A;0
MC_p023_4_vertical_left.png;MC_p023_4_vertical_right.png;stim_p023_4_1_vertical.png;23;Gemini;Neither;A;0
MC_p023_6_horizontal_left.png;MC_p023_6_horizontal_right.png;stim_p023_6_1_horizontal.png;23;Gemini;Neither;A;0
MC_p023_6_horizontal_left.png;MC_p023_6_horizontal_right.png;stim_p023_6_3_horizontal.png;23;Gemini;Neither;Neither;1
MC_p023_6_none_left.png;MC_p023_6_none_right.png;stim_p023_6_1_none.png;23;Gemini;Neither;A;0
MC_p023_6_vertical_left.png;MC_p023_6_vertical_right.png;stim_p023_6_1_vertical.png;23;Gemini;Neither;A;0
MC_p023_6_vertical_left.png;MC_p023_6_vertical_right.png;stim_p023_6_3_vertical.png;23;Gemini;Neither;Neither;1
MC_p023_7_horizontal_left.png;MC_p023_7_horizontal_right.png;stim_p023_7_1_horizontal.png;23;Gemini;Neither;A;0
MC_p023_7_none_left.png;MC_p023_7_none_right.png;stim_p023_7_1_none.png;23;Gemini;Neither;A;0
MC_p025_2_horizontal_left.png;MC_p025_2_horizontal_right.png;stim_p025_2_3_horizontal.png;25;Gemini;Neither;Neither;1
MC_p025_6_none_left.png;MC_p025_6_none_right.png;stim_p025_6_3_none.png;25;Gemini;Neither;Neither;1
MC_p02_1_none_left.png;MC_p02_1_none_right.png;stim_p02_1_3_none.png;2;Gemini;Neither;Neither;1
MC_p02_3_horizontal_left.png;MC_p02_3_horizontal_right.png;stim_p02_3_3_horizontal.png;2;Gemini;Neither;Neither;1
MC_p02_8_horizontal_left.png;MC_p02_8_horizontal_right.png;stim_p02_8_3_horizontal.png;2;Gemini;Neither;Neither;1
MC_p02_8_none_left.png;MC_p02_8_none_right.png;stim_p02_8_3_none.png;2;Gemini;Neither;Neither;1
MC_p034_3_horizontal_left.png;MC_p034_3_horizontal_right.png;stim_p034_3_3_horizontal.png;34;Gemini;Neither;Neither;1
MC_p034_7_vertical_left.png;MC_p034_7_vertical_right.png;stim_p034_7_3_vertical.png;34;Gemini;Neither;Neither;1
MC_p035_1_horizontal_left.png;MC_p035_1_horizontal_right.png;stim_p035_1_3_horizontal.png;35;Gemini;Neither;Neither;1
MC_p035_1_none_left.png;MC_p035_1_none_right.png;stim_p035_1_3_none.png;35;Gemini;Neither;Neither;1
MC_p035_2_horizontal_left.png;MC_p035_2_horizontal_right.png;stim_p035_2_3_horizontal.png;35;Gemini;Neither;Neither;1
MC_p035_2_none_left.png;MC_p035_2_none_right.png;stim_p035_2_3_none.png;35;Gemini;Neither;Neither;1
MC_p035_3_none_left.png;MC_p035_3_none_right.png;stim_p035_3_3_none.png;35;Gemini;Neither;Neither;1
MC_p035_3_vertical_left.png;MC_p035_3_vertical_right.png;stim_p035_3_3_vertical.png;35;Gemini;Neither;Neither;1
MC_p035_6_none_left.png;MC_p035_6_none_right.png;stim_p035_6_3_none.png;35;Gemini;Neither;Neither;1
MC_p035_7_vertical_left.png;MC_p035_7_vertical_right.png;stim_p035_7_3_vertical.png;35;Gemini;Neither;Neither;1
MC_p036_1_horizontal_left.png;MC_p036_1_horizontal_right.png;stim_p036_1_3_horizontal.png;36;Gemini;Neither;Neither;1
MC_p036_1_none_left.png;MC_p036_1_none_right.png;stim_p036_1_3_none.png;36;Gemini;Neither;Neither;1
MC_p036_1_vertical_left.png;MC_p036_1_vertical_right.png;stim_p036_1_3_vertical.png;36;Gemini;Neither;Neither;1
MC_p036_3_horizontal_left.png;MC_p036_3_horizontal_right.png;stim_p036_3_3_horizontal.png;36;Gemini;Neither;Neither;1
MC_p036_3_none_left.png;MC_p036_3_none_right.png;stim_p036_3_3_none.png;36;Gemini;Neither;Neither;1
MC_p036_3_vertical_left.png;MC_p036_3_vertical_right.png;stim_p036_3_3_vertical.png;36;Gemini;Neither;Neither;1
MC_p036_6_horizontal_left.png;MC_p036_6_horizontal_right.png;stim_p036_6_3_horizontal.png;36;Gemini;Neither;Neither;1
MC_p036_6_none_left.png;MC_p036_6_none_right.png;stim_p036_6_3_none.png;36;Gemini;Neither;Neither;1
MC_p036_6_vertical_left.png;MC_p036_6_vertical_right.png;stim_p036_6_3_vertical.png;36;Gemini;Neither;Neither;1
MC_p036_8_horizontal_left.png;MC_p036_8_horizontal_right.png;stim_p036_8_3_horizontal.png;36;Gemini;Neither;Neither;1
MC_p036_8_none_left.png;MC_p036_8_none_right.png;stim_p036_8_3_none.png;36;Gemini;Neither;Neither;1
MC_p036_8_vertical_left.png;MC_p036_8_vertical_right.png;stim_p036_8_3_vertical.png;36;Gemini;Neither;Neither;1
MC_p039_1_horizontal_left.png;MC_p039_1_horizontal_right.png;stim_p039_1_3_horizontal.png;39;Gemini;Neither;Neither;1
MC_p039_1_vertical_left.png;MC_p039_1_vertical_right.png;stim_p039_1_3_vertical.png;39;Gemini;Neither;Neither;1
MC_p039_2_horizontal_left.png;MC_p039_2_horizontal_right.png;stim_p039_2_3_horizontal.png;39;Gemini;Neither;Neither;1
MC_p039_2_none_left.png;MC_p039_2_none_right.png;stim_p039_2_3_none.png;39;Gemini;Neither;Neither;1
MC_p039_2_vertical_left.png;MC_p039_2_vertical_right.png;stim_p039_2_3_vertical.png;39;Gemini;Neither;Neither;1
MC_p039_3_horizontal_left.png;MC_p039_3_horizontal_right.png;stim_p039_3_3_horizontal.png;39;Gemini;Neither;Neither;1
